Ticker,Name,Sector,Industry,MarketCap,EPS,PE,PS,BookMarket,DivRatio
1371,SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts,17842305514.0,-0.02,-9516.88,10.64,-0.17,0.0
1372,SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment,960283766.0,1.69,21.72,0.24,0.93,0.0
1373,SMIT,"Schmitt Industries, Inc.",Capital Goods,Industrial Machinery/Components,11344508.0,0.04,72.66,0.68,0.89,0.0
1374,SCHL,Scholastic Corporation,Consumer Services,Books,,-0.07,-573.99,0.9,0.85,
1375,STX,Seagate Technology PLC,Technology,Electronic Components,13443116790.0,5.05,8.34,1.05,0.15,3.15
1376,SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments,263310498.0,-2.22,-7.74,1.75,0.3,0.0
1377,SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13141583050.0,-1.06,-57.77,15.35,0.15,0.0
1378,SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,9277827935.0,,,,0.2,
1379,SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,3553636577.0,,,,0.46,
1380,LEDS,SemiLEDS Corporation,Technology,Semiconductors,15792148.0,-0.84,-4.11,1.63,,0.0
1381,SMTC,Semtech Corporation,Technology,Semiconductors,3457492959.0,0.73,65.06,5.18,0.22,0.0
1382,SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,3928251700.0,1.98,6.95,2.94,1.06,1.56
1383,SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,100677423.0,-2.7,-0.34,0.34,5.96,0.0
1384,SMED,Sharps Compliance Corp.,Basic Industries,Environmental Services,51784108.0,-0.04,-73.6,1.22,0.52,0.0
1385,SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,213497504.0,0.82,10.35,0.18,1.05,0.0
1386,SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,588402316.0,,,,0.5,0.31
1387,SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services,2119287299.0,-0.47,-97.76,0.94,0.32,0.0
1388,SGMA,"SigmaTron International, Inc.",Technology,Electrical Products,23563292.0,-1.33,-1.92,0.04,5.35,0.0
1389,SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services,16431406.0,-0.19,-15.13,0.32,0.36,0.04
1390,SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,2991465112.0,5.67,5.59,1.09,0.49,0.72
1391,SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,12932956.0,-0.13,-6.56,0.4,1.67,0.0
1392,SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,27768213439.0,0.2,31.96,5.0,-0.05,0.04
1393,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,15669834265.0,5.07,13.56,3.22,0.34,1.34
1394,SLM,SLM Corporation,Finance,Finance: Consumer Services,4723879521.0,0.86,11.82,2.45,0.64,0.03
1395,SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,64008755.0,-0.3,-7.16,1.65,,0.02
1396,SOHU,Sohu.com Limited ,Technology,EDP Services,664427167.0,-13.04,-1.48,0.39,0.19,0.0
1397,SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,78184930.0,0.64,4.38,0.12,,0.0
1398,SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,464594458.0,,,,0.61,
1399,SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,100400886.0,-0.43,-15.66,0.53,0.92,0.42
1400,SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions,100322653.0,2.64,13.18,2.77,0.8,0.51
1401,SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,1635746203.0,-0.97,-12.68,11.61,0.22,0.0
1402,SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software,15395707950.0,-2.19,-49.12,9.61,0.09,0.0
1403,SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,3417364644.0,1.42,19.43,0.71,0.18,0.0
1404,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,13420027040.0,0.94,49.36,3.77,0.38,0.29
1405,STMP,Stamps.com Inc.,Miscellaneous,Business Services,3878901028.0,9.32,18.25,5.52,0.21,0.0
1406,SBUX,Starbucks Corporation,Consumer Services,Restaurants,76278114000.0,3.27,20.86,3.81,0.01,1.26
1407,SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,103046168.0,-0.31,-3.74,0.04,0.74,0.0
1408,STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals,,-2.96,-3.72,0.0,0.18,0.0
1409,SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services,4674012988.0,1.73,22.37,0.94,0.72,0.4
1410,SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment,480989549.0,0.87,25.39,2.5,0.42,0.0
1411,STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.,134862312.0,3.65,8.79,0.26,1.56,0.56
1412,STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services,23446675.0,-0.14,-6.18,0.73,0.53,0.0
1413,SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications,1615838925.0,1.1,35.62,2.6,0.42,0.35
1414,RUN,Sunrun Inc.,Capital Goods,Industrial Specialties,1384149300.0,0.93,15.05,2.27,0.9,0.0
1415,SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2506810175.0,1.91,19.14,4.96,0.22,0.0
1416,SPRT,"support.com, Inc.",Technology,EDP Services,51899680.0,-2.09,-1.27,0.18,0.94,
1417,SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments,853016889.0,-0.34,-167.79,9.19,0.14,0.0
1418,SIVB,SVB Financial Group,Finance,Major Banks,17012963856.0,,,,0.4,
1419,SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software,12455634506.0,1.95,10.6,2.71,0.45,0.33
1420,SYNA,Synaptics Incorporated,Technology,Semiconductors,1353067241.0,-2.71,-14.11,0.81,0.54,0.0
1421,SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services,,,,,1.89,
1422,SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software,13564608288.0,2.9,29.52,4.09,0.27,0.0
1423,TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service,26585607652.0,7.54,13.46,4.65,0.31,2.74
1424,TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments,282738987.0,-1.41,-3.29,17.19,0.12,0.0
1425,TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software,14937978894.0,1.88,56.74,6.67,0.16,0.0
1426,TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments,1793931424.0,-3.82,-8.57,7.98,0.06,0.0
1427,TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components,39450810.0,0.25,45.34,1.59,0.86,0.0
1428,AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service,30102506917.0,2.6,19.9,5.38,0.28,0.84
1429,TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment,2738573143.0,5.99,14.38,0.08,0.88,0.0
1430,TTGT,"TechTarget, Inc.",Miscellaneous,Business Services,549667340.0,0.5,28.64,3.27,0.33,0.0
1431,TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central,2326856009.0,,,,1.19,
1432,TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,42743818161.0,-10.56,-32.61,3.33,0.09,0.0
1433,TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components,130191820.0,0.61,19.59,0.16,1.08,0.8
1434,TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks,4093956032.0,,,,0.76,0.2
1435,TXN,Texas Instruments Incorporated,Technology,Semiconductors,1.01102666635e+11,4.79,19.75,5.85,0.12,2.48
1436,TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants,,2.19,30.11,1.97,0.2,0.92
1437,TFSL,TFS Financial Corporation,Finance,Savings Institutions,4155117886.0,,,,,0.14
1438,TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals,,,,,,0.0
1439,ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling,,3.12,10.63,0.29,,
1440,CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants,,3.09,13.82,0.83,0.32,1.2
1441,CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors,1144325577.0,,,,0.28,0.0
1442,XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components,,-1.03,-7.55,2.12,0.47,
1443,GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,5302616581.0,2.04,10.79,0.34,0.98,0.56
1444,HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants,400786340.0,-0.2,-73.18,0.76,0.4,0.0
1445,KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods,68143783631.0,8.52,5.98,2.36,1.05,2.58
1446,MEET,"The Meet Group, Inc.",Consumer Services,Advertising,390747279.0,-0.98,-3.87,1.66,0.67,0.0
1447,MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys,2563658159.0,1.93,7.96,0.51,-0.74,0.0
1448,PRSC,The Providence Service Corporation,Consumer Services,Transportation Services,868599582.0,3.07,22.49,0.55,0.42,0.34
1449,ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software,9086035169.0,2.27,112.28,7.11,,
1450,TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals,1290842273.0,-0.52,-9.4,71.21,0.11,0.0
1451,TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines,106735117.0,1.06,1.91,1.64,0.62,0.44
1452,TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies,1247945072.0,,,,0.3,
1453,TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment,58111606802.0,5.83,11.72,1.36,,
1454,TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,10676179939.0,4.09,21.7,1.42,0.14,1.16
1455,TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains,32965500.0,,,,4.3,
1456,TRNS,"Transcat, Inc.",Capital Goods,Electrical Products,156905783.0,1.01,20.15,0.92,0.38,0.0
1457,TA,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket,194480943.0,-3.56,-1.2,0.03,2.69,
1458,TZOO,Travelzoo,Technology,EDP Services,151158638.0,0.3,30.38,1.03,0.13,0.0
1459,TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components,10322919033.0,0.64,55.38,2.93,0.3,0.0
1460,TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",661247948.0,0.15,404.34,5.34,0.19,0.0
1461,TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,-1.96,-0.37,13.37,0.84,0.0
1462,TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing",1334413896.0,-0.3,-32.42,2.85,0.34,0.0
1463,TRUP,"Trupanion, Inc.",Health Care,Medical Specialities,1002957871.0,-0.05,-549.29,2.84,0.14,0.0
1464,TSRI,"TSR, Inc.",Technology,EDP Services,13440125.0,0.2,35.87,0.21,0.6,0.0
1465,TTMI,"TTM Technologies, Inc.",Technology,Electrical Products,1519869094.0,1.66,6.31,0.37,1.05,0.0
1466,TCX,Tucows Inc.,Technology,EDP Services,582917368.0,2.26,25.45,1.73,0.12,0.0
1467,TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores,144433980.0,-0.4,-5.79,0.1,1.6,0.0
1468,HEAR,Turtle Beach Corporation,Consumer Durables,Telecommunications Equipment,,2.86,4.89,0.71,0.12,
1469,FOX,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,84236546737.0,2.64,18.54,2.97,0.24,0.55
1470,TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components,265496210.0,0.79,19.95,0.66,0.88,0.0
1471,USCR,"U S Concrete, Inc.",Capital Goods,Building Materials,,1.52,22.34,0.38,0.59,
1472,PRTS,"U.S. Auto Parts Network, Inc.",Consumer Services,Other Specialty Stores,52459998.0,,,,0.97,0.0
1473,UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,6799305131.0,2.74,39.61,7.78,0.04,0.24
1474,ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores,16346606423.0,10.81,22.93,2.29,0.12,0.0
1475,UPL,Ultra Petroleum Corp.,Energy,Oil & Gas Production,222672056.0,0.72,1.5,0.25,-5.19,0.0
1476,ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components,,,,,0.74,
1477,UMBF,UMB Financial Corporation,Finance,Major Banks,3628505285.0,5.71,11.31,3.17,0.68,1.16
1478,UNAM,Unico American Corporation,Finance,Property-Casualty Insurers,36990717.0,-1.03,-5.83,0.91,1.76,0.0
1479,UAL,"United Continental Holdings, Inc.",Transportation,Air Freight/Delivery Services,22811500377.0,7.97,10.63,0.59,0.41,0.0
1480,UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers,,,,,0.67,
1481,UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals,5450170183.0,12.5,8.88,2.82,0.56,0.0
1482,UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,73509104.0,1.04,16.84,5.71,0.16,1.5
1483,USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore,220535449.0,2.31,9.46,0.68,1.24,0.0
1484,UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software,665571584.0,-0.83,-32.68,4.05,0.15,0.0
1485,URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,4407405127.0,2.02,17.46,0.95,0.39,0.0
1486,USAT,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services,343490989.0,-0.25,-25.83,2.42,0.34,0.0
1487,UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments,345447819.0,3.39,26.75,7.97,0.26,1.07
1488,VALU,"Value Line, Inc.",Finance,Investment Managers,241193214.0,1.74,14.01,6.56,0.19,0.94
1489,VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel,492870809.0,0.59,14.41,0.69,0.98,0.0
1490,VSTM,"Verastem, Inc.",Health Care,Major Pharmaceuticals,492332239.0,-1.39,-3.74,11.65,0.28,0.0
1491,VRNT,Verint Systems Inc.,Technology,EDP Services,2996035526.0,0.86,55.25,2.53,0.39,0.0
1492,VRSN,"VeriSign, Inc.",Technology,EDP Services,18791311352.0,4.67,34.31,14.35,-0.07,0.0
1493,VRSK,"Verisk Analytics, Inc.",Technology,EDP Services,19676066778.0,3.98,30.68,8.57,0.11,0.0
1494,VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,47230235199.0,2.55,70.62,16.15,0.07,0.0
1495,VIAB,Viacom Inc.,Consumer Services,Television Services,13133365683.0,4.27,7.01,0.93,0.64,0.8
1496,VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains,372178899.0,2.02,13.23,0.23,0.8,0.92
1497,VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties,70560480.0,-0.24,-16.11,0.3,1.05,0.04
1498,VRTU,Virtusa Corporation,Technology,EDP Services,1572724915.0,-0.55,-75.83,1.08,0.39,0.14
1499,VOXX,VOXX International Corporation,Consumer Non-Durables,Electronic Components,128980958.0,,,,,
1500,VTVT,vTv Therapeutics Inc.,Health Care,Major Pharmaceuticals,,-1.07,-2.13,0.0,,0.0
1501,WBA,"Walgreens Boots Alliance, Inc.",Health Care,Medical/Nursing Services,73587336601.0,5.07,15.15,0.58,0.37,1.75
1502,WTW,Weight Watchers International Inc,Consumer Services,Other Consumer Services,4570345895.0,3.7,12.77,2.07,-0.27,0.0
1503,WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants,4136000551.0,2.51,7.08,2.83,0.19,0.32
1504,WSBC,"WesBanco, Inc.",Finance,Major Banks,2012189805.0,,,,,
1505,WSTL,"Westell Technologies, Inc.",Public Utilities,Telecommunications Equipment,41383301.0,-0.12,-16.0,0.63,1.67,0.0
1506,WDC,Western Digital Corporation,Technology,Electronic Components,16652820695.0,1.7,24.4,0.6,0.94,2.01
1507,WLTW,Willis Towers Watson Public Limited Company,Finance,Specialty Insurers,18536579744.0,4.25,37.52,2.57,0.5,2.24
1508,WIN,"Windstream Holdings, Inc.",Public Utilities,Telecommunications Equipment,825008598.0,,,,-10.97,
1509,WINA,Winmark Corporation,Consumer Services,Other Specialty Stores,607913988.0,9.45,16.4,8.64,-0.02,0.52
1510,WWD,"Woodward, Inc.",Energy,Industrial Machinery/Components,4836056778.0,2.93,26.79,2.08,0.32,0.55
1511,WDAY,"Workday, Inc.",Technology,EDP Services,28602720000.0,-1.88,-86.22,13.28,0.05,0.0
1512,WYNN,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,13105713778.0,5.69,19.21,1.67,0.13,3.81
1513,XBIT,XBiotech Inc.,Health Care,Major Pharmaceuticals,115339666.0,-0.62,-6.64,0.0,0.32,0.0
1514,XEL,Xcel Energy Inc.,Public Utilities,Power Generation,24613410672.0,2.43,20.75,2.24,0.47,1.43
1515,XNCR,"Xencor, Inc.",Health Care,Major Pharmaceuticals,,,,,0.26,
1516,XLNX,"Xilinx, Inc.",Technology,Semiconductors,19701966090.0,2.33,36.74,7.87,0.11,1.43
1517,ZG,"Zillow Group, Inc.",Miscellaneous,Business Services,8406701017.0,-0.51,-56.84,4.52,0.55,0.0
1518,ZION,Zions Bancorporation N.A.,Finance,Major Banks,9947591839.0,3.84,11.96,3.29,0.86,1.08
1519,ZIOP,ZIOPHARM Oncology Inc,Health Care,Major Pharmaceuticals,,-0.54,-6.23,0.0,,
1520,ZGNX,"Zogenix, Inc.",Health Care,Major Pharmaceuticals,,-3.93,-8.99,0.0,0.36,0.0
1521,ZUMZ,Zumiez Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,624453943.0,1.44,13.08,0.47,0.77,0.0
1522,ZNGA,Zynga Inc.,Technology,EDP Services,3457929799.0,0.03,108.46,3.38,0.54,0.0
